category,venue_id,name,longitude,created_on,lattitude
lodging,2572,4 strony świata,15.393734,1390938689,54.1569163
default,2535,Dr. Santhosh K Cheela MD,-74.300598,1390707857,40.4340937
food,2574,MEETING POINT,6.1554017,1390938238,46.2008258
default,2575,Everdreamsoft SA,6.1392964,1390939160,46.1997549
shopping,9196,Bitshop.lv,21.5920829772949,1485697034,57.397254084606
default,2536,Yaro Plumbing Inc,-80.7233909,1390789253,35.0000258
default,2579,HighKart.com,77.1577398,1390982214,28.7146224
default,2580,PAMS,14.0088178,1390994529,50.6615453
default,2581,Nobody's Fault Productions,34.7522591,1390992166,32.0404699
lodging,2582,Apartman Diana,14.1707278,1391005242,48.6345602
default,2583,Rent a Studio,6.5856209,1391007826,53.1967052
lodging,2584,EEL accommodation Brno,16.6058344,1392149921,49.1896861
default,2586,Centro Odontoiatrico Dottor Bobbio,8.9554888,1391013535,44.415551
default,2588,IL.MaR. Real Estate Immobiliare,8.8966176,1391017382,45.5895873
default,2589,bitcoinkiosk.ch,8.5676687,1391023816,47.3599009
default,2590,Max DeVere / TV + Film Audio,-0.3455176,1391025766,51.5813933
default,2595,Central Texas Gun Works,-97.7671641,1391055389,30.2235953
default,2617,Perth Champagne Club,115.8650221,1391155170,-31.9457735
default,2594,Living Style,21.0383365,1391076684,52.2661487
shopping,2597,Land Rover Redwood City,-122.2327819,1391062529,37.4945919
default,2600,Baileys,-81.2676586,1391086647,28.8118285
cafe,2598,Bitcoin Muffin,-74.1201082,1391278999,4.6737386
default,2599,Trinerdis s.r.o.,16.6236705,1391072812,49.1910639
shopping,2605,Norman Porter Jeans,-75.136597,1391098430,39.975971
default,2602,Studio dentistico Dottor Massimo Bobbio,8.9821024,1391092072,44.4546651
default,2603,Freelance Java Web Application Designer,-58.4536394,1391094178,-34.6065885
default,2611,Lashes Photography LLC,-82.7099064,1391102706,27.9731289
default,2606,Centro de masajes Massein,-3.8408156,1391099189,43.4389666
default,2615,Lee Dental Group,-117.9678591,1392207561,33.7735597
default,2608,CellTek,-73.7123449,1391101819,45.5593785
default,2609,CellTek,-73.5717429,1391102024,45.5358464
default,2610,CoolStuffJapan,135.5393091,1391102492,34.6348406
default,2616,Reno Initiative For Shelter and Equality,-119.8083584,1391133024,39.5299341
default,2612,Elmit Co. Ltd.,121.4423104,1391174350,25.1901208
default,2613,Mackabler.dk,12.5595517,1391279400,55.6666226
default,2614,Driplogic Online Marketing,-1.1345776,1391115344,52.9614026
default,2578,Berkeley Resole,-122.2691317,1390971990,37.8537274
food,2601,The Standard Tavern,-75.688359,1391088640,45.4152966
shopping,2618,Hair Salon Feel,139.9249313,1391317851,35.6925098
sports,2592,Fernwood Gym Bulleen,145.0916842,1391076683,-37.7662818
default,2623,Santa Monica Flyers,-118.4503844,1391168645,34.0195703
default,2637,Flint Interactive,144.9854402,1391240553,-37.7975704
default,2626,Stop-A-Crack Windshield Repair,-92.1551121,1391170210,32.5153643
default,2625,Supero Luxury Apartment,16.445757,1391169843,43.5158964
shopping,2627,S.Pizzarella Watchmaker/Jeweler,-71.7826553,1391170459,42.2675657
default,2639,1LAW,-113.5871585,1391248567,37.088316
default,2630,La Selección,8.5217197,1391188633,47.3669396
default,2632,Bare Oaks Family Naturist Park,-79.3740162,1391189639,44.1438547
default,2634,Bogart's Pipes & Papers,-113.4803563,1391197987,53.5924395
default,2633,PisaCasa Immobilare,10.4646318,1391281529,43.6912982
default,2635,Beachbody Sales,-113.9860649,1391207627,51.2690484
default,2621,Friendly Tax Service - Ask for Thu,-117.2932125,1391281529,34.1211689
default,2636,The Fitness Studio,175.0639888,1391996500,-41.1327898
default,2631,azsurplus,-79.4896912,1391189184,43.8023169
default,2638,Digitall Center,-58.3887879,1391248279,-34.7893808
default,2640,1LAW,-111.888065,1391248915,40.762485
default,2641,1LAW,-112.0842688,1391249151,38.7708501
default,2642,1LAW,-111.58704,1391249438,39.3586879
default,2643,Crossroads Express Stop,-97.1531347,1391250139,33.6409456
default,2645,UBBBK UnbelievableBooks and More,-121.6617573,1391312461,36.6854338
default,2644,BluescreenLab,10.332064,1391263951,44.8065293
default,2660,Integrative Chiropractic and Natural Medicine,-80.648797,1391441136,35.047645
food,2646,Pizzerija VRT,14.9959948,1391336274,46.1342182
shopping,2647,Ciprese.si,14.9679034,1391338331,46.1395378
default,2649,Ked.ai Headquaters,101.6659996,1391355776,3.1067465
default,2650,Habitat,12.2342426,1392670628,45.491929
transport,2651,Stazione di servizio IP di Mori Andrea,10.5378582,1391360771,45.122987
grocery,2652,Bakery,7.9515771,1417712608,43.9055889
default,2653,Clases de teatro,-58.3905854,1391374009,-34.6030441
default,2654,MacroScypt,17.1158684,1391382354,40.967372
default,2655,H.S. Consulting,17.1141951,1391384211,40.9662986
lodging,2656,Casa Valparaíso,-71.6276329,1391402452,-33.0413205
default,2657,NETBOX,16.5175936,1391407759,49.2213443
default,2658,Orientation Carrière,2.3171971,1391412980,48.8351932
lodging,2659,Hotel Lagoa dos Pastorinhos,-8.6665567,1391885931,39.6262853
food,2620,American Coney Island,-115.1428393,1391156268,36.1695177
food,3202,Dames & Heren,5.9097438,1401235082,51.9781662
default,2622,Pulo Pool Hall,144.9548896,1391167467,-37.8186408
lodging,2663,Boca dos Ventos,-35.6220548,1391442098,-5.1254144
default,2664,wowoRacing,9.1530407,1392291854,45.4456927
food,2678,Strange Donuts,-90.3200197,1391533165,38.6123657
default,2666,Bach Flower Power,1.2946887,1391463792,52.9013064
default,2675,Mega Health Hallett Cove,138.5167071,1400822007,-35.0776912
default,2670,Clic Head,-58.7942651,1411443972,-34.6477438
default,2681,WorkShop Salon,-123.1088338,1391552527,49.2808873
food,2672,Asador Bolixe,2.65705,1395409643,39.5789188
default,2673,theCOMPUTERshop PC Repairs,-3.3098789,1391506465,53.1141756
default,2674,Atelier eenoptwaalf.nl,4.806283,1391519029,51.8201005
default,2699,Prospect Web Design,150.9261925,1391663991,-33.7992055
default,2676,GIKSTORE,-71.6367361,1391523396,10.5641506
default,2677,www.UHaviru.cz,16.6076959,1391532452,49.2783243
default,2686,Law Offices of Douglas Lloyd,-72.0126197,1391607532,42.1747186
nightlife,2679,New Star,-5.5671703,1391539387,42.6056807
default,2680,EUBITCOINS.EU,22.0338969,1391542684,50.0379413
shopping,2693,Rideau Florist,-75.6107477,1400157021,45.3985106
shopping,2682,CompuCraft,18.0589099,1391553975,59.3418001
default,2683,Webhaus Tecnologia,-48.8407393,1391570315,-26.2878493
default,2684,WebStep s.r.o.,16.6038394,1391587636,49.2008166
default,2685,Deodato Arte,9.2112835,1391600602,45.4728783
default,2689,WXPI Williamsport Community Radio 88.5 FM,-77.0329337,1391610846,41.2423204
default,2688,Diseño web Joao,-3.7263528,1391608603,40.3909526
default,2692,Choice Promotional Products,-98.5601682,1391629621,29.9026625
default,2690,Norge Reiser,4.6317515,1391627802,52.306612
default,2691,Norge Reiser,6.60062,1391627952,52.3673051
default,2694,Simplpost,-75.1243774,1391631083,39.9776487
default,2665,Silverman & Di Luccio,-73.6994326,1391451342,40.6652891
default,2695,Texas Telecomm,-95.8996157,1391631147,33.247542
default,2696,Decor Blinds and Shutters,-118.6197713,1391988956,34.1391581
food,2697,Chaffin's Family Restaurant,-110.957544,1391642592,32.2210128
default,2700,Tim Hoyt - Tutor and CAD designer,-94.1761785,1391654522,36.0667752
default,2698,Open One Consulting,10.3157083,1391685870,45.5148339
food,2671,NaanOLicious,-113.4959803,1391517516,53.5178646
default,2703,Mineral Pharmacy,-114.8917333,1391672954,47.1937984
default,2701,AltoCirrusPlus Incorporated,121.0606684,1391662746,14.5721799
default,2702,Maldita Producciones,-58.4121809,1391663437,-34.5810532
default,2669,Klika Online,145.1875616,1391487412,-37.952237
default,2662,enjoyyourcamera,9.7157832,1418634218,52.3683347
sports,8364,Thoroughbred Stock Exchange,-83.4366184473038,1469595417,42.4444167338489
default,2708,Hayden Dawkins Photography,-122.0512286,1393913296,37.8850851
default,2712,Common Spark Media,-77.5253505,1391715631,37.660017
default,2709,Renova Pele,-46.8897467,1391684849,-23.1960062
default,2710,Tichonov Translations - translation services - překladatelské služby,14.4395939,1391697471,50.077569
default,2720,Round Rockit Media,-97.6831826,1391795216,30.5343662
default,4364,ACT Sarl,6.2572268,1405034742,49.5990194
default,2706,Agencja Interaktywna Czarny Kod,19.4106025,1391682020,51.7174518
default,2713,Clinique de Massages,-73.5652654,1400157470,45.5232692
default,2741,Hawkers Market,-123.0851525,1391934653,49.2819412
default,2717,Archisign,7.65332,1391777814,45.0156536
default,2719,www.vapour-trail.com,-2.6348249,1391789059,53.6468561
default,2723,Toys from my Attic,-83.1457212,1391837206,42.4891957
default,2721,Wellyngton - Formatação de Computadores,-52.1024581,1391828508,-21.7658792
default,2722,Strzaly.pl,18.627709,1391850511,54.3661958
default,2725,Open Source Living,-118.2794928,1391848590,34.0988853
default,2724,Miraflores Rent a Car,-77.0338811,1391848362,-12.1250781
default,2726,NEMO-Q,-96.7437175,1391849067,33.203924
default,2727,Kouchlock Productions,-117.3808154,1391849314,47.7150661
default,2731,Pinpoint Personal Training Services,-77.1140992,1391871540,38.7680874
default,2728,SCAN - Computer Hardware,-2.5405558,1391849695,53.5845677
default,2729,Интеруут България ЕАД,23.3063077,1391859466,42.702818
default,2730,Games Academy,9.3711642,1391860042,45.6098791
default,2732,Bini's Ironworks LLC,-76.9996787,1391871830,38.9186135
shopping,2734,Executive Automotive Service,-77.1874901,1391872372,39.1416419
sports,2733,Roam Fitness,-77.072747,1391872101,38.923227
default,2735,The Industrial Resolution,-76.3059359,1391872747,40.0383406
attraction,2744,Creative Play School,-77.103701,1391972717,38.8187987
default,2736,Alder Hill Sauna Cooperative,-1.5599427,1391877321,53.8321808
shopping,2737,Nallhart Apparel,-79.4186586,1392294642,43.6375028
default,2739,López Abogados,-8.5442797,1400157471,42.8735854
default,2740,3DMaking,11.2339053,1391921402,43.7881804
default,2743,International Internet Advertising Services Inc.,-122.2905963,1391941931,49.049463
shopping,2742,iPhix,10.6862966,1391935313,60.7982679
default,2746,Rescope Design,-79.4134188,1391981361,43.6862617
attraction,2745,Creative Play School,-77.0595411,1391974120,38.824883
default,2707,Malwarebytes,-121.8942927,1391682166,37.3336735
default,3623,Coin Coin,-43.1777148,1396715930,-22.9062587
default,2714,MMD,-79.8790261,1391760570,43.2663176
default,2749,Import Valley,120.9997186,1392006872,14.5694293
lodging,2761,The Blaylock Mansion,-117.2598805,1392056604,49.5440589
default,2755,Gallerie Quilt,-105.344279,1392033204,39.6505335
default,2753,Modern Drunkard Gear,-104.9902224,1392031199,39.7212483
shopping,2754,FreshCaps,12.9493442,1392032423,48.8369496
default,2756,Express Dissolution Services,-117.4538366,1392033560,33.7473077
default,2764,The Integral Center,-105.2824446,1392070413,40.0270555
lodging,2757,A. P. Estia Services & Trading Ltd.,32.9450257,1392033825,34.6823533
default,2758,Sign/Post Sound,18.397902,1392034937,-33.9097977
default,2759,MinuteWorx,-75.9077811,1392050508,45.3383176
lodging,2760,Le Clos d'Othe,3.4338225,1392050867,48.1542664
default,2762,Work Zone Ltd,-79.2174815,1392056892,43.1671055
default,2770,Deryk Houston - artist,-123.337039,1392123352,48.425732
default,2763,Biuro Rachunkowe Amicus,18.6098667,1392061184,53.0124452
default,2765,Korman Real Estate,-90.0684334,1392749018,29.9383216
shopping,2768,Azul Hair Salon,-117.9807027,1392117449,34.1394062
default,2766,Mr Pipes Plumbing and Gas,174.778646,1392097192,-36.9458198
default,2767,アイラボファクトリー iPhone修理センター,136.9056101,1392112739,35.1566878
default,2769,Imprinsic Marketing Group,-75.0312804,1392123067,39.8981889
default,2772,"Harlan J. Berk, Ltd.",-87.6308208,1392133550,41.8828634
sports,2752,Eastern Iowa Practical Shooters,-91.6956286,1392030828,42.0543075
shopping,2771,Men's Room,-2.983808,1392131646,53.4087741
default,2773,FutureGen Capital,-77.0329583,1392136648,38.9023077
default,2774,Miss Bonnie's PDQ Escort Service LLC,-103.1253143,1392907528,32.7891263
default,2748,Stevenson Dental,-86.0488899,1392002062,39.9265316
default,2775,Tip Informatik Service GmbH,15.6426253,1392149578,47.2183572
default,2776,Shaw Copper And Brass LLC,-85.3682327,1392149637,38.4128556
default,2777,Lambda Developments,-58.5163706,1398914429,-34.594582
food,2780,Canteen 1,103.6859726,1392186781,1.3466004
default,2781,Internetq,-0.0769179,1392202616,51.5143026
default,2782,Internetq,103.8493724,1392202881,1.28115
default,2783,Emporio Vapori,12.241163,1392203254,43.4576458
default,2784,Internetq,23.7797335,1392203497,38.0091543
default,2785,Internetq,9.9764764,1392203768,53.5970178
default,2787,Internetq,6.938456,1392204179,50.933779
default,2750,Downtown Dental Hygiene Clinic,-79.3986199,1392018268,43.6534965
default,2789,Internetq,29.0104424,1392205100,41.0761905
default,2803,Inner Banks Tea Co.,-77.0531915,1393326977,35.560006
default,2791,Caribestate,-61.8437491,1392206375,17.1216514
default,2792,Internetq,-58.4448033,1392207846,-34.5831083
default,2793,Internetq,-70.5725296,1392213803,-33.4081648
default,2794,Internetq,-84.1201131,1392215580,9.9580896
default,2795,Internetq,-69.9316696,1392216371,18.4831829
default,2796,Internetq,-79.9103662,1392217996,-2.1439247
default,2798,Great Things Studios,-73.5842705,1392220599,45.4778088
default,2799,Internetq,-90.5131816,1392220982,14.5979404
default,2800,Internetq,-86.2527147,1392226645,12.1209809
default,2801,Internetq,-57.5793994,1392227474,-25.2983268
default,2802,Internetq,-77.0321931,1392227764,-12.1008253
default,2804,"Rose-Tech, LLC",-84.3602983,1392235150,39.4558547
default,2807,Gorman Dental,-118.5021279,1392823984,34.168999
default,2805,HostDime Brasil,-46.8546367,1392236022,-23.4984902
default,2806,HostDime,-34.8570305,1392396827,-7.1175242
default,2810,D Shop (inside the D Las Vegas Hotel Casino),-115.1426515,1392274075,36.1695353
default,2808,NorthPole - give-me-stuffs.com,19.0569651,1394215985,47.5011588
lodging,2809,Hidden Valley Luxury Retreat,174.9793984,1392266524,-37.8311939
food,2811,D Grill,-115.1425227,1392274076,36.1695613
default,2817,Acton Institute Book Shop,-85.666441,1392294131,42.9630079
default,2812,Wedding Photography by Nigel Edgecombe,-0.8072078,1392274386,52.0192033
default,2814,PaellaWorld UK,-1.3093115,1393327133,53.3618398
default,2815,Getaway3DS,114.0437559,1392293666,22.5346147
default,2824,Adam Glanzman Photography,-83.7370971,1392577446,42.2694236
default,2819,Pyxel Studios Ltd,33.0325414,1392295609,34.6962913
default,2820,Superga43,9.2093589,1392295652,45.4623884
default,2822,The Health Cloud,-3.2080922,1392305747,51.5711167
default,2823,kasper/media design,8.0382575,1392306242,52.2700989
default,2825,J.Pham's Detroit Bitcoin Consulting,-83.4118391,1392319823,42.47365
default,2828,"Dan Carman, Attorney at Law, PLLC",-84.4979984,1392343721,38.0486021
default,2826,RM impianti,12.0381052,1392665766,45.5094785
default,2827,Superpencil,4.4563432,1404820807,51.9095206
food,2829,The Unconventional Oven,-97.7226469,1392351663,30.2445156
default,2790,Club Apparels,-95.4253418,1392206044,29.7423
default,2788,Internetq,21.0206259,1392204381,52.184142
default,2832,ISOTYPE.ORG Comunica la qualità,12.2902065,1392383535,41.7309571
default,2833,ULM.COM Ltd,-1.7991726,1392384086,52.3711076
default,2834,Epalete,25.2443131,1392384627,54.7292591
lodging,2835,Casa Giuditta Palermo Central Apartments Hotel,13.372527,1392384894,38.1159681
default,2842,Connections Community Church,-116.4200941,1392405515,43.6195629
default,8625,Physician Neurologist,-99.172500371933,1475109793,19.4000588548248
default,2838,Claudemir Todo Bom - Consultor de Redes de Computadores,-51.0077072,1392391204,-26.7769361
default,2840,Lamnia VPN,-0.8794859,1392403347,52.2781314
default,2846,Winnipeg One Stop Web Shop,-97.1885867,1392500828,49.8828487
shopping,2847,EZ Scuba,-82.5671092,1392503561,27.9973746
default,2844,O Chaveiro Segredo - 24 Horas,-44.0072226,1392485163,-19.8699528
default,2845,Splendeur! Limousines,5.0834784,1392496012,51.547132
default,2836,U.S. Immigration Law,-72.9185513,1392385248,41.3101374
default,2848,Meridian Health Clinic - Acupuncture & Herbal Medicine,-118.4776619,1392507985,34.0277927
food,2851,Sister Cities Cajun and BBQ,-90.2441341,1392591129,38.5813372
default,2855,"880 IT Services, LLC",-122.0175938,1392622438,36.9748879
default,2850,Fintan IT cvba,4.3371713,1392571841,51.0157573
default,2859,JCSGold,-78.4352907,1392653520,38.1327233
default,2853,ShuWish Ltd,-2.6226563,1406110513,53.4181075
shopping,2854,Mr. Fertilizer,-123.3851735,1392907529,48.4495457
default,2863,BitRecruiter,-117.7179013,1393248137,33.5266968
default,2856,Negalize Interactive Things,-51.1817045,1393248183,-30.0106306
default,2857,ETIST Soluções Tecnológicas,-49.2050991,1392644738,-25.4103974
default,2858,Velvet Studio,25.1172045,1392653231,35.3381552
default,2864,Pineyro Law Firm,-81.554931,1392705430,28.3188209
default,2860,Colectivo 28c,-69.9136608,1392823583,18.4748727
default,2861,Gabriele Coppini,11.1524985,1392667584,43.7941586
default,2862,Garage de Hefbrug,6.496472,1392823646,52.7359021
default,2871,The Funes Law Firm,-80.1896167,1392729127,25.7743346
default,2865,CSA Skischule Grillitsch & Partner,13.5571412,1392880051,47.24889
default,2866,Non Solo Grafica DimiEle,11.1135154,1392718715,42.754705
default,2867,Sound-Hub Studios,-1.4841921,1392719005,53.023161
default,2868,Service Mastering And Editing Audio,13.3184074,1392907529,38.0974089
default,2869,Elettricista Tecnico,13.3661426,1392748801,38.0867318
default,2870,Pittore Edile - Imbianchino,13.3662363,1392824157,38.0860104
default,2841,Leisure Lounges,150.7443098,1392403672,-34.0383665
default,2831,DMB Tecnologia,-43.1910626,1392381402,-22.9131529
shopping,9197,Bitshop.lv,21.0536670684814,1485697078,56.538617962384
default,2876,Sunrise Exteriors LLC,-75.9797982,1392748198,40.0217746
default,2875,Sheridans,-0.1328494,1392747749,51.5205622
default,2890,Duenas Kitchen Specialists,-79.5352155,1392837339,43.8023363
cafe,2879,Banhwich Cafe,-96.683093,1396435716,40.82268
shopping,2894,Professional Car Repairs,-76.9919332,1392907529,39.0366231
default,2880,CoinsHost,8.495575,1392792685,47.3834355
default,2881,Richest Technologies Pvt. Ltd.,76.7364979,1392812683,30.6835885
default,2884,Lush Turf Solutions,153.1805172,1392814438,-27.5124417
default,2883,WebGuruIT.com,91.820378,1392814160,22.3496342
default,2885,Budget Shower Screens,153.0620146,1392815821,-27.4121474
default,2891,Image Blinds,153.0286557,1392838591,-27.3577969
default,2886,G-SHINE,30.3243796,1392816363,60.0399169
lodging,2887,Cozy 1 bedroom apartment in Basel,7.5704495,1392839588,47.5589659
default,2888,EDIBITA,-2.9278456,1392907528,43.2643902
default,2889,Scorpy Design,88.7980125,1392832805,22.6186239
default,2909,KMG Gold Recycling,-97.200809,1392961709,49.8743099
default,2905,Aussie Bitcoiners,151.1021881,1392938940,-33.707856
food,2892,Degrau's Pizzaria e Chopperia,-43.8776432,1392842112,-16.7375906
default,2893,doyou photography,25.2642846,1392907529,54.6925216
default,2897,MaryJane Hemp Foods,-73.9876442,1392901185,40.7445864
default,2895,CascoStation Coworking,-79.534788,1392860426,8.9511876
default,2896,Advokatų kontora / law firm „ŽLIOBA & ŽLIOBA“,21.1213771,1392894819,55.7190434
default,2900,TechDocs,-73.8596888,1392906468,40.8657425
default,2898,CITOCLIN,-54.8235047,1392901615,-22.6340225
default,2899,Webaza Web,17.2249831,1392904941,40.9890275
default,2902,Business Law Center,-117.7536445,1400157526,33.6561412
default,2901,IT-Service Abee,7.2477046,1392906686,47.1225763
default,2903,Merry Makers & Decorators,-104.7631384,1392913806,40.4229608
atm,2907,Liberty Teller (Bitcoin ATM),-71.0552395,1393248036,42.3516638
nightlife,2904,Monkey Bar,6.867778,1405165174,45.9191199
default,2877,Point Alliance,-79.3774171,1392749506,43.6507743
default,2908,Vapor Addicts,-80.2733076,1392955076,25.7710807
default,2910,Josh Nekrep - REALTOR® - Century21Carrie,-97.2206897,1392961745,49.8788136
shopping,2874,Seacoast Hardwood,-70.7123586,1392779155,43.4070313
default,2911,Ficus Online Store,139.7861434,1392961625,35.6687642
default,2882,Craftbuilt Kitchens,153.1162408,1392813107,-27.6106693
default,2872,APB Environmental Ltd.,-6.4414681,1392735847,53.3461459
shopping,9199,Bitshop.lv,26.5295791625977,1485697210,55.8685691591868
shopping,9200,Bitshop.lv,27.3291778564453,1485697272,56.511964680472
shopping,9201,Bitshop.lv,26.0232853889465,1485697360,57.7782132283922
cafe,2914,癒ロイド,135.5045077,1393326837,34.6626096
default,2915,itBit PTE. Ltd.,103.8509595,1392972208,1.2820686
default,2916,HerbaClub International B.V.,5.1373831,1392982186,51.6772233
default,2917,Advantage Motorsport Ltd,-2.6143468,1392994602,53.1805665
default,2918,Emlev web solutions,76.6130575,1393015654,30.5270343
default,2920,"Appraisal Solutions, LLC",-107.8812144,1393016104,37.2713612
default,2921,Target Rental,-107.872975,1393016424,37.2414649
default,2923,Carmel Chiropractors - Dr. Nancy Elwartowski-Cooper,-86.1232513,1393027483,39.9629602
nightlife,2922,Cosmo Bar + Lounge,12.7495484,1393021832,48.4028479
shopping,9202,Bitshop.lv,23.1681060791016,1485697428,56.9654738869743
lodging,2925,The Leland House & Rochester Hotel,-107.8797076,1393054532,37.2713034
default,2926,Brooklyn Tutor Co,-74.0239281,1393072859,40.6328809
default,2929,For The Win! Computers and Electronics,-81.6489126,1393094198,30.8019539
default,2927,Tendonsie Services Comm. V.,3.0468814,1393086334,50.7874102
default,2928,Bodensee Devils,9.179935,1393089923,47.6546742
default,2930,EC habit - Vape Store,-120.4680139,1393103283,34.6577956
shopping,2932,Pink Lace Wigs,-82.5071472,1400157527,28.0603098
default,2931,EJEM Cursos técnicos e plotagens,-47.4657358,1394556954,-23.5164995
default,2933,Cannon Catering,-78.5168405,1393145818,36.0204744
default,2936,Cyclontech,-117.4415948,1393164130,34.1062775
attraction,2919,Durango Tattoo Company,-107.8743269,1393015929,37.2493181
sports,2935,HEARTS MMA,139.6967101,1393153226,35.6865861
default,2943,Chelmsford Tea & Gifts,-97.2242541,1393283233,37.7218096
default,2937,PerProfessionisti.com,11.2796667,1393178547,43.7839878
default,2939,Escritório de Advocacia Ivan Liborio,-44.317616,1393203964,-23.0086564
cafe,2940,Solo Singer Life,121.5027053,1393240241,25.1341865
default,2945,Phone Essence,-121.3124566,1393326594,44.057587
nightlife,2942,Claby's Cafè,8.5407383,1393278760,45.6308921
default,2946,Cathedral Pipes,-117.9832183,1393316563,33.66728
default,2944,kamperek.eu,21.9674367,1393284395,51.4167365
default,2951,Beaufort Audiology & Hearing Care,-80.6512377,1393336061,32.4160825
default,2952,Independent Island Contracting,-73.4531304,1393336246,40.7135633
default,2913,Mark Lovett Web Design,-77.2350793,1392965079,39.1222948
default,2948,Radici Design di Luca Radici,10.3008773,1393316987,44.6376185
default,2949,Enigma Interiors,153.197313,1393317204,-27.5266137
default,2950,Yellow Cab Vechta,8.2923866,1393325841,52.713352
default,2934,Brightscapes,151.2980172,1402803209,-33.7584215
default,8366,IDEAL CLIMA,-48.615590929985,1469727029,-27.5763697314697
shopping,2955,Flawless Clothing,-0.1385407,1393342619,50.8266331
default,2956,Exklusive Luftbilder - Aerial Photography,8.6750641,1393427490,47.4416667
default,2960,Sweetwater Technologies,-81.8753866,1393446167,26.5830485
default,2962,Image property,153.011806,1393448227,-27.4818827
shopping,2959,GoldSilver.sk s.r.o.,17.1251684,1393445796,48.1480341
cafe,2965,Sabor y Cultura Café,-118.3124518,1394023113,34.1018993
default,2957,Aqua Technology Group LLC,-84.3797498,1393350118,39.3577199
default,2967,SunnyvaleYourWebSEO,-122.0318948,1393484907,37.3670606
default,2963,Vita d.o.o. za hortikulturu,15.2411864,1393453582,44.1143142
default,2964,Apartmani Ana,15.4474774,1393453582,43.9411485
default,2974,Tyler's Brewing Supply,-95.3620281,1393514805,32.2792711
default,2966,Estate Wines Japan,135.1979285,1393608079,34.7048237
cafe,2976,Raizana Teas,-119.7943402,1393523982,36.7381864
default,2968,YourWebSEO,77.316188,1393485390,28.5826449
default,2969,YourWebSEO,77.1466021,1393485884,28.7131567
default,2970,AZ-europe,17.1012218,1393492133,48.1447605
default,2971,"FotoAtrium, s.r.o.",18.7365736,1393503251,49.2065039
sports,2972,Surfpoint Vietnam,108.202287,1393506529,10.9461224
default,2978,Pomranka Media Group,-90.3241051,1393589688,38.661361
default,2975,Runcorn Cycle Services Ltd.,-2.6763804,1393522795,53.3214583
default,2979,"VoIP Supply, LLC",-78.8009811,1393622147,43.0327943
food,2977,Giuseppe's Pizza,145.0378007,1393589286,-38.2304211
default,2982,Best Buy,-74.5502915,1394676759,40.9035264
food,2983,Gonzo Juice,-97.7306252,1393721489,30.2646952
default,2980,Кабинет ультразвуковой диагностики,32.0336362,1393672510,46.9513484
default,2981,Z3N.it,11.2154211,1393843245,43.775718
default,2988,"Bret Lusskin, P.A. / The Ticket Cricket",-80.1430903,1393793336,25.9684602
default,2990,Parker Web Services,-80.8462211,1393836684,35.2268461
default,2984,Diseño Web,-65.4946394,1393735681,-27.1721797
default,2985,"Interneto Svetainių Kūrimas, Android Aplikacijų Programavimas",25.2440475,1393758581,54.6997121
shopping,2986,VCTARGENTINA,-58.4055316,1393768676,-34.5857167
atm,2987,Bitcoin Exchange,103.8558729,1393786132,1.292068
default,2992,"Councill Fine Art Studio, LLC",-81.6715263,1393837130,36.1709859
default,2989,Perito Agrario Laureato,11.8659424,1393830813,45.3798031
default,2954,Cabinet Grow,-117.8585866,1393337020,33.687101
default,2991,Kancelaria Kadrowa,21.0452707,1398989203,52.1382217
default,2958,Blue Orange Catering,153.0127828,1393420230,-27.4800139
sports,2995,Atlanta Kick,-84.3621253,1393838659,33.8312303
default,2994,Cohen Chiropractic Centre,-84.393808,1393838457,33.812907
default,2996,Picobarn,-83.3807262,1393838896,33.9685293
nightlife,3000,Union Transfer,-75.1553841,1418872254,39.9614827
shopping,2997,百合山庄,108.7810994,1393844718,29.5261838
default,2998,Prima Luna escursioni in caicco,8.3088404,1393852446,39.1467821
default,2999,Vetreria Labruna S.R.L,14.6541401,1393950748,37.6366178
default,3001,Revestor,-122.4035253,1393872736,37.793845
food,3004,Yia’s by Chef Tino,-67.0098183,1393893353,18.4717796
default,3009,26 North Yachts,-80.1709267,1393940812,26.0906831
default,3006,Jens Hansen The Ringmaker,173.2827564,1393912029,-41.2752857
default,3007,ThinkrCreative,106.8374622,1393933239,-6.1848967
default,3013,Crypto Brokerage/Consultancy,-110.9522101,1393960419,32.2249441
default,3010,3D Svet,14.4806278,1393945273,46.0421584
default,3011,Elettrosat Di Mazzucato Igor,8.756031,1393954603,45.9607208
shopping,3012,Itutto,9.1677284,1393958932,45.4588762
default,3020,usagdn,-89.4174723,1394006319,43.0330334
default,3014,Webstrike Srl,9.2006116,1393963518,45.4585606
lodging,3015,Clink78,-0.1155876,1394004537,51.5288183
default,3017,Aria Technology,-2.1989818,1394004964,53.4602807
default,3018,Bhatia Workshop,75.8311047,1394005446,26.8881303
default,3029,Problem Solved - Handyman Services,-97.6812034,1394184103,30.2894976
default,3021,Window cleaner in Marbella,-4.9785693,1394009703,36.4988936
default,3023,"Pneuservis Vranovice, Zdeněk Bartoš",16.6087016,1394025487,48.9706738
default,3024,Zybel.pl - darmowe ogłoszenia drobne,20.4715964,1394032645,52.1275929
default,3025,Cheveux Naturels,6.8630681,1394034436,47.0095922
default,3026,Cheveux Naturels,-38.5129007,1394034734,-12.9749488
default,3027,Matrix Typography Ltd,174.7769505,1394035088,-41.2832706
default,3030,"Wick & Trautwein, LLC - Attorneys at Law",-105.5164987,1394085285,40.379159
default,2993,Splash Marketing & Design,-81.6286862,1393837385,36.3109065
